id,text_snippet,labels
289,Is your solution SOC2 certified? Our team is concerned about compliance.,rand
290,"We like your product, but CompetitorZ offers better remote monitoring. The automation looks great, but the budget is too high.","Pricing Discussion, Competition"
291,Is your solution privacy policy? Our team is concerned about compliance.,rand
292,"The data pipeline looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance.","Pricing Discussion, Security"
293,Is your solution privacy policy? Our team is concerned about compliance.,Security
294,"We like your product, but CompetitorY offers better remote monitoring. I'm not sure if automation solves our use case. We're still evaluating.","Competition, Objection"
295,"We like your product, but MediPlus offers better automation. The remote monitoring looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
296,"The remote monitoring looks great, but the budget is too high. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Objection"
297,I'm not sure if analytics solves our use case. We're still evaluating.,Objection
298,"We like your product, but CompetitorX offers better AI engine. The analytics looks great, but the budget is too high. I'm not sure if automation solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
299,"We like your product, but CompetitorY offers better analytics. Is your solution encryption? Our team is concerned about compliance.","Competition, Security"
300,Is your solution data compliance? Our team is concerned about compliance.,Security
301,"We like your product, but CompetitorZ offers better remote monitoring. The automation looks great, but the budget is too high.","Pricing Discussion, Competition"
302,"We like your product, but TechCorp offers better AI engine. I'm not sure if analytics solves our use case. We're still evaluating.","Competition, Objection"
303,"We like your product, but TechCorp offers better automation. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security"
304,"We like your product, but CompetitorY offers better AI engine. The automation looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
305,"We like your product, but CompetitorY offers better remote monitoring.",Competition
306,I'm not sure if data pipeline solves our use case. We're still evaluating.,Objection
307,"We like your product, but TechCorp offers better remote monitoring. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if data pipeline solves our use case. We're still evaluating.","Competition, Objection, Security"
308,"We like your product, but CompetitorY offers better AI engine. The AI engine looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
309,"The analytics looks great, but the subscription cost is too high.",Pricing Discussion
310,"The AI engine looks great, but the subscription cost is too high.",Pricing Discussion
311,"We like your product, but CompetitorZ offers better analytics. I'm not sure if data pipeline solves our use case. We're still evaluating.","Competition, Objection"
312,"We like your product, but CompetitorX offers better AI engine. The remote monitoring looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
313,Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.,"Objection, Security"
314,Is your solution data compliance? Our team is concerned about compliance.,Security
315,"The data pipeline looks great, but the budget is too high.",rand
316,"We like your product, but CompetitorY offers better AI engine.",Competition
317,"The AI engine looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
318,Is your solution encryption? Our team is concerned about compliance.,Security
319,"We like your product, but TechCorp offers better data pipeline. The AI engine looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
320,"The AI engine looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance.","Pricing Discussion, Security"
321,"The remote monitoring looks great, but the pricing model is too high. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Objection"
322,"We like your product, but CompetitorY offers better data pipeline. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.","Competition, Objection, Security"
323,"The analytics looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance.","Pricing Discussion, Security"
324,I'm not sure if analytics solves our use case. We're still evaluating.,Objection
325,"The remote monitoring looks great, but the pricing model is too high. I'm not sure if analytics solves our use case. We're still evaluating.",rand
326,"The automation looks great, but the discount is too high. I'm not sure if data pipeline solves our use case. We're still evaluating.",rand
327,I'm not sure if AI engine solves our use case. We're still evaluating.,Objection
328,"We like your product, but CompetitorY offers better remote monitoring. The data pipeline looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
329,"We like your product, but CompetitorZ offers better AI engine. The automation looks great, but the subscription cost is too high. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
330,"We like your product, but CompetitorY offers better analytics. The remote monitoring looks great, but the pricing model is too high.","Pricing Discussion, Competition"
331,"We like your product, but CompetitorZ offers better automation. The automation looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
332,"The remote monitoring looks great, but the budget is too high. I'm not sure if automation solves our use case. We're still evaluating.","Pricing Discussion, Objection"
333,"We like your product, but CompetitorX offers better remote monitoring.",Competition
334,"We like your product, but MediPlus offers better remote monitoring. Is your solution encryption? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Competition, Objection, Security"
335,I'm not sure if remote monitoring solves our use case. We're still evaluating.,rand
336,"We like your product, but CompetitorX offers better AI engine. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.","Competition, Objection, Security"
337,"We like your product, but TechCorp offers better analytics. Is your solution privacy policy? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.","Competition, Objection, Security"
338,"The AI engine looks great, but the budget is too high. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Objection"
339,I'm not sure if remote monitoring solves our use case. We're still evaluating.,rand
340,Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.,rand
341,"The AI engine looks great, but the budget is too high.",Pricing Discussion
342,"The data pipeline looks great, but the subscription cost is too high.",Pricing Discussion
343,"The AI engine looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance.","Pricing Discussion, Security"
344,"We like your product, but CompetitorY offers better data pipeline. The analytics looks great, but the budget is too high.","Pricing Discussion, Competition"
345,"The remote monitoring looks great, but the discount is too high. I'm not sure if automation solves our use case. We're still evaluating.","Pricing Discussion, Objection"
346,"We like your product, but CompetitorY offers better AI engine. I'm not sure if AI engine solves our use case. We're still evaluating.","Competition, Objection"
347,"We like your product, but MediPlus offers better remote monitoring. The AI engine looks great, but the subscription cost is too high. I'm not sure if data pipeline solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
348,"We like your product, but TechCorp offers better data pipeline. The data pipeline looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance.",rand
349,"We like your product, but CompetitorY offers better data pipeline. The data pipeline looks great, but the discount is too high. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
350,"The analytics looks great, but the subscription cost is too high.",rand
351,"We like your product, but MediPlus offers better data pipeline. The analytics looks great, but the pricing model is too high.",rand
352,"We like your product, but CompetitorY offers better remote monitoring. The data pipeline looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
353,"We like your product, but TechCorp offers better AI engine. Is your solution encryption? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.","Competition, Objection, Security"
354,"We like your product, but CompetitorX offers better remote monitoring. The AI engine looks great, but the pricing model is too high. Is your solution SOC2 certified? Our team is concerned about compliance.",rand
355,"We like your product, but MediPlus offers better automation. I'm not sure if AI engine solves our use case. We're still evaluating.","Competition, Objection"
356,I'm not sure if AI engine solves our use case. We're still evaluating.,Objection
357,"We like your product, but TechCorp offers better remote monitoring. I'm not sure if automation solves our use case. We're still evaluating.",rand
358,I'm not sure if automation solves our use case. We're still evaluating.,rand
359,"We like your product, but CompetitorZ offers better AI engine. The AI engine looks great, but the subscription cost is too high. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
360,"The data pipeline looks great, but the subscription cost is too high. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Objection"
361,I'm not sure if automation solves our use case. We're still evaluating.,Objection
362,"The AI engine looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance.","Pricing Discussion, Security"
363,"We like your product, but MediPlus offers better AI engine. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security"
364,"The automation looks great, but the pricing model is too high. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Objection"
365,"The analytics looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if data pipeline solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
366,"We like your product, but CompetitorX offers better AI engine. The AI engine looks great, but the discount is too high.","Pricing Discussion, Competition"
367,"We like your product, but MediPlus offers better automation. The automation looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance.",rand
368,Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.,rand
369,"We like your product, but CompetitorX offers better automation. The automation looks great, but the pricing model is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if data pipeline solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
370,"We like your product, but CompetitorX offers better automation. The AI engine looks great, but the discount is too high.","Pricing Discussion, Competition"
371,"We like your product, but CompetitorY offers better analytics. The automation looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
372,I'm not sure if automation solves our use case. We're still evaluating.,rand
373,I'm not sure if analytics solves our use case. We're still evaluating.,Objection
374,I'm not sure if data pipeline solves our use case. We're still evaluating.,rand
375,I'm not sure if AI engine solves our use case. We're still evaluating.,rand
376,"We like your product, but TechCorp offers better automation. The automation looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance.",rand
377,"We like your product, but CompetitorZ offers better AI engine. Is your solution encryption? Our team is concerned about compliance.",rand
378,"We like your product, but CompetitorY offers better remote monitoring. The remote monitoring looks great, but the budget is too high.","Pricing Discussion, Competition"
379,Is your solution SOC2 certified? Our team is concerned about compliance.,rand
380,"The remote monitoring looks great, but the budget is too high.",Pricing Discussion
381,"We like your product, but TechCorp offers better data pipeline.",Competition
382,"The analytics looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Pricing Discussion, Security"
383,"We like your product, but CompetitorX offers better analytics.",Competition
384,"The data pipeline looks great, but the discount is too high.",Pricing Discussion
385,"We like your product, but TechCorp offers better AI engine. The automation looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
386,"The remote monitoring looks great, but the subscription cost is too high. I'm not sure if automation solves our use case. We're still evaluating.","Pricing Discussion, Objection"
387,"We like your product, but TechCorp offers better analytics.",Competition
388,I'm not sure if AI engine solves our use case. We're still evaluating.,Objection
389,"We like your product, but TechCorp offers better analytics. The data pipeline looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
390,"We like your product, but CompetitorY offers better AI engine. The remote monitoring looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
391,"The data pipeline looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance.","Pricing Discussion, Security"
392,"The remote monitoring looks great, but the budget is too high. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Objection"
393,"We like your product, but TechCorp offers better data pipeline. The automation looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
394,"We like your product, but CompetitorY offers better data pipeline. The analytics looks great, but the budget is too high.","Pricing Discussion, Competition"
395,Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.,"Objection, Security"
396,"The AI engine looks great, but the pricing model is too high.",rand
397,"We like your product, but CompetitorZ offers better remote monitoring. Is your solution SOC2 certified? Our team is concerned about compliance.",rand
398,Is your solution data compliance? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.,"Objection, Security"
399,"The AI engine looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance.","Pricing Discussion, Security"
400,I'm not sure if remote monitoring solves our use case. We're still evaluating.,Objection
401,"We like your product, but TechCorp offers better automation. The AI engine looks great, but the discount is too high. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
402,I'm not sure if analytics solves our use case. We're still evaluating.,rand
403,"We like your product, but MediPlus offers better remote monitoring.",Competition
404,"We like your product, but TechCorp offers better data pipeline. The remote monitoring looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
405,"We like your product, but TechCorp offers better analytics. The analytics looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.",rand
406,I'm not sure if automation solves our use case. We're still evaluating.,Objection
407,"The AI engine looks great, but the pricing model is too high. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Objection"
408,"We like your product, but CompetitorY offers better automation. The data pipeline looks great, but the subscription cost is too high.","Pricing Discussion, Competition"
409,"We like your product, but MediPlus offers better data pipeline. The AI engine looks great, but the pricing model is too high. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
410,"The remote monitoring looks great, but the budget is too high. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Objection"
411,"We like your product, but CompetitorX offers better data pipeline. The automation looks great, but the discount is too high.","Pricing Discussion, Competition"
412,"We like your product, but CompetitorX offers better analytics. The remote monitoring looks great, but the pricing model is too high. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
413,"The remote monitoring looks great, but the pricing model is too high.",Pricing Discussion
414,"We like your product, but CompetitorY offers better AI engine. The data pipeline looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
415,"We like your product, but CompetitorX offers better AI engine. The data pipeline looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
416,"The AI engine looks great, but the discount is too high. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Objection"
417,"We like your product, but CompetitorX offers better data pipeline. Is your solution data compliance? Our team is concerned about compliance.",rand
418,"The AI engine looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.",rand
419,"We like your product, but CompetitorZ offers better data pipeline. I'm not sure if AI engine solves our use case. We're still evaluating.","Competition, Objection"
420,"We like your product, but CompetitorZ offers better data pipeline. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.","Competition, Objection, Security"
421,"We like your product, but CompetitorY offers better data pipeline. I'm not sure if AI engine solves our use case. We're still evaluating.","Competition, Objection"
422,"We like your product, but TechCorp offers better analytics.",Competition
423,"We like your product, but TechCorp offers better AI engine. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.","Competition, Objection, Security"
424,"We like your product, but CompetitorY offers better AI engine. The remote monitoring looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
425,"We like your product, but TechCorp offers better AI engine. The automation looks great, but the pricing model is too high.","Pricing Discussion, Competition"
426,"We like your product, but CompetitorZ offers better automation. The analytics looks great, but the subscription cost is too high. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
427,I'm not sure if automation solves our use case. We're still evaluating.,Objection
428,"We like your product, but CompetitorY offers better remote monitoring. The automation looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
429,I'm not sure if remote monitoring solves our use case. We're still evaluating.,Objection
430,"The automation looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Pricing Discussion, Security"
431,"We like your product, but CompetitorY offers better remote monitoring. The analytics looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
432,"We like your product, but TechCorp offers better data pipeline. The analytics looks great, but the subscription cost is too high.","Pricing Discussion, Competition"
433,Is your solution data compliance? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.,"Objection, Security"
434,"We like your product, but CompetitorX offers better automation. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Competition, Objection, Security"
435,"We like your product, but TechCorp offers better data pipeline. The automation looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance.",rand
436,"The remote monitoring looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Pricing Discussion, Security"
437,"The remote monitoring looks great, but the subscription cost is too high. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Objection"
438,"We like your product, but MediPlus offers better data pipeline. The analytics looks great, but the pricing model is too high.","Pricing Discussion, Competition"
439,Is your solution encryption? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.,"Objection, Security"
440,"We like your product, but CompetitorZ offers better remote monitoring. The AI engine looks great, but the discount is too high. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
441,"The AI engine looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.",rand
442,"We like your product, but TechCorp offers better automation. The automation looks great, but the discount is too high.","Pricing Discussion, Competition"
443,Is your solution data compliance? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.,"Objection, Security"
444,"We like your product, but CompetitorZ offers better data pipeline. The analytics looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
445,"We like your product, but CompetitorX offers better AI engine. I'm not sure if AI engine solves our use case. We're still evaluating.","Competition, Objection"
446,"We like your product, but CompetitorX offers better remote monitoring. The automation looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
447,"We like your product, but MediPlus offers better automation. I'm not sure if automation solves our use case. We're still evaluating.","Competition, Objection"
448,"The analytics looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.",rand
449,Is your solution encryption? Our team is concerned about compliance.,Security
450,Is your solution encryption? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.,"Objection, Security"
451,"The automation looks great, but the subscription cost is too high.",Pricing Discussion
452,"The analytics looks great, but the pricing model is too high. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Objection"
453,"We like your product, but TechCorp offers better analytics. The data pipeline looks great, but the discount is too high. I'm not sure if automation solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
454,"We like your product, but MediPlus offers better analytics. The AI engine looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
455,"The data pipeline looks great, but the pricing model is too high. I'm not sure if analytics solves our use case. We're still evaluating.",rand
456,"We like your product, but CompetitorZ offers better remote monitoring. The remote monitoring looks great, but the discount is too high. I'm not sure if data pipeline solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
457,"The automation looks great, but the subscription cost is too high.",Pricing Discussion
458,I'm not sure if remote monitoring solves our use case. We're still evaluating.,Objection
459,"We like your product, but CompetitorY offers better data pipeline.",Competition
460,"We like your product, but CompetitorX offers better automation. The analytics looks great, but the subscription cost is too high.",rand
461,I'm not sure if automation solves our use case. We're still evaluating.,Objection
462,"We like your product, but CompetitorZ offers better analytics. Is your solution encryption? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.","Competition, Objection, Security"
463,I'm not sure if analytics solves our use case. We're still evaluating.,Objection
464,"We like your product, but CompetitorX offers better automation. The analytics looks great, but the pricing model is too high. I'm not sure if AI engine solves our use case. We're still evaluating.",rand
465,"The remote monitoring looks great, but the pricing model is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
466,Is your solution data compliance? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.,"Objection, Security"
467,I'm not sure if data pipeline solves our use case. We're still evaluating.,Objection
468,"The AI engine looks great, but the discount is too high. I'm not sure if automation solves our use case. We're still evaluating.","Pricing Discussion, Objection"
469,"The AI engine looks great, but the pricing model is too high.",Pricing Discussion
470,"We like your product, but CompetitorZ offers better remote monitoring. The analytics looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance. I'm not sure if data pipeline solves our use case. We're still evaluating.",rand
471,"We like your product, but MediPlus offers better data pipeline. The AI engine looks great, but the subscription cost is too high.","Pricing Discussion, Competition"
472,"The automation looks great, but the subscription cost is too high. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Objection"
473,"We like your product, but MediPlus offers better automation.",Competition
474,"The remote monitoring looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance.",rand
475,"The data pipeline looks great, but the pricing model is too high. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Objection"
476,Is your solution encryption? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.,"Objection, Security"
477,"We like your product, but TechCorp offers better remote monitoring. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Competition, Objection"
478,"We like your product, but TechCorp offers better automation.",Competition
479,"We like your product, but CompetitorX offers better remote monitoring. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Competition, Objection"
480,I'm not sure if remote monitoring solves our use case. We're still evaluating.,Objection
481,"We like your product, but CompetitorX offers better data pipeline.",Competition
482,"We like your product, but MediPlus offers better analytics.",Competition
483,"The remote monitoring looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
484,"We like your product, but TechCorp offers better data pipeline. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security"
485,Is your solution privacy policy? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.,rand
486,Is your solution privacy policy? Our team is concerned about compliance.,Security
487,"We like your product, but CompetitorZ offers better data pipeline. I'm not sure if AI engine solves our use case. We're still evaluating.","Competition, Objection"
488,"We like your product, but CompetitorZ offers better automation. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security"
489,"The analytics looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance.","Pricing Discussion, Security"
490,"The remote monitoring looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance.",rand
491,"We like your product, but MediPlus offers better data pipeline. Is your solution encryption? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Competition, Objection, Security"
492,"We like your product, but CompetitorZ offers better AI engine. The analytics looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
493,"We like your product, but TechCorp offers better AI engine. I'm not sure if automation solves our use case. We're still evaluating.",rand
494,I'm not sure if analytics solves our use case. We're still evaluating.,Objection
495,Is your solution data compliance? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.,"Objection, Security"
496,"We like your product, but CompetitorZ offers better analytics.",Competition
497,"We like your product, but CompetitorY offers better AI engine. I'm not sure if data pipeline solves our use case. We're still evaluating.",rand
498,"We like your product, but TechCorp offers better automation. The analytics looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
499,"We like your product, but CompetitorY offers better automation. The automation looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
500,"We like your product, but CompetitorX offers better analytics. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security"
501,I'm not sure if AI engine solves our use case. We're still evaluating.,rand
502,"We like your product, but CompetitorX offers better automation. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.","Competition, Objection, Security"
503,"We like your product, but CompetitorZ offers better AI engine. The remote monitoring looks great, but the discount is too high.","Pricing Discussion, Competition"
504,"We like your product, but CompetitorZ offers better remote monitoring. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Competition, Objection"
505,"The data pipeline looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
506,"We like your product, but TechCorp offers better AI engine.",Competition
507,"We like your product, but MediPlus offers better analytics. Is your solution privacy policy? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.","Competition, Objection, Security"
508,"The AI engine looks great, but the pricing model is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.",rand
509,"We like your product, but CompetitorY offers better AI engine. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security"
510,"We like your product, but CompetitorZ offers better analytics. The AI engine looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
511,"The AI engine looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
512,I'm not sure if automation solves our use case. We're still evaluating.,Objection
513,"We like your product, but CompetitorZ offers better automation.",Competition
514,Is your solution encryption? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.,rand
515,Is your solution encryption? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.,"Objection, Security"
516,"The data pipeline looks great, but the subscription cost is too high. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Objection"
517,"We like your product, but MediPlus offers better automation. I'm not sure if AI engine solves our use case. We're still evaluating.","Competition, Objection"
518,"We like your product, but CompetitorY offers better automation. The automation looks great, but the pricing model is too high. I'm not sure if automation solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
519,"We like your product, but CompetitorX offers better data pipeline. The AI engine looks great, but the pricing model is too high.","Pricing Discussion, Competition"
520,"The automation looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance.","Pricing Discussion, Security"
521,"We like your product, but TechCorp offers better remote monitoring. Is your solution encryption? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Competition, Objection, Security"
522,"We like your product, but CompetitorX offers better automation. I'm not sure if analytics solves our use case. We're still evaluating.","Competition, Objection"
523,"The remote monitoring looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance.","Pricing Discussion, Security"
524,"The AI engine looks great, but the discount is too high.",Pricing Discussion
525,"We like your product, but CompetitorZ offers better data pipeline. I'm not sure if AI engine solves our use case. We're still evaluating.","Competition, Objection"
