id,text_snippet,labels
259,"We like your product, but CompetitorY offers better AI engine. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection"
260,"The AI engine looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
261,"We like your product, but MediPlus offers better remote monitoring. Is your solution encryption? Our team is concerned about compliance.","Competition, Security"
262,"We like your product, but CompetitorY offers better analytics. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection"
263,"The AI engine looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
264,"We like your product, but CompetitorZ offers better remote monitoring. Is your solution encryption? Our team is concerned about compliance.","Competition, Security"
265,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"Objection, Security"
266,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection
267,"The data pipeline looks great, but the discount is too high.",Pricing Discussion
268,"We like your product, but CompetitorX offers better remote monitoring. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection"
269,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"Objection, Security"
270,"We like your product, but MediPlus offers better AI engine. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security"
271,Is your solution privacy policy? Our team is concerned about compliance.,Security
272,Is your solution SOC2 certified? Our team is concerned about compliance.,Security
273,"The remote monitoring looks great, but the pricing model is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
274,"The automation looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
275,"We like your product, but CompetitorX offers better automation. The automation looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
276,"The analytics looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Pricing Discussion"
277,"We like your product, but CompetitorZ offers better AI engine. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security"
278,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"Objection, Security"
279,"We like your product, but MediPlus offers better data pipeline. The automation looks great, but the pricing model is too high.","Competition, Pricing Discussion"
280,"We like your product, but CompetitorY offers better AI engine. The data pipeline looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
281,"We like your product, but CompetitorX offers better automation. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection"
282,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"Objection, Security"
283,"We like your product, but CompetitorZ offers better analytics. The data pipeline looks great, but the pricing model is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
284,"We like your product, but CompetitorZ offers better analytics. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Objection"
285,"We like your product, but TechCorp offers better analytics. The analytics looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
286,"We like your product, but CompetitorZ offers better data pipeline.",Competition
287,"The automation looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
288,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection
289,"We like your product, but MediPlus offers better data pipeline.",Competition
290,"We like your product, but TechCorp offers better analytics.",Competition
291,"We like your product, but TechCorp offers better automation. The automation looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
292,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
293,"We like your product, but MediPlus offers better data pipeline. The data pipeline looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
294,"We like your product, but CompetitorZ offers better remote monitoring. The analytics looks great, but the subscription cost is too high.","Competition, Pricing Discussion"
295,"The data pipeline looks great, but the budget is too high.",Pricing Discussion
296,"We like your product, but TechCorp offers better remote monitoring. The AI engine looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
297,"The AI engine looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance.","Security, Pricing Discussion"
298,"The data pipeline looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Pricing Discussion"
299,"We like your product, but CompetitorX offers better remote monitoring. The remote monitoring looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
300,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"Objection, Security"
301,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection
302,"We like your product, but CompetitorX offers better data pipeline. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection"
303,"The data pipeline looks great, but the budget is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
304,"We like your product, but CompetitorY offers better data pipeline. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection"
305,"We like your product, but CompetitorX offers better data pipeline. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection"
306,"We like your product, but CompetitorY offers better remote monitoring. The analytics looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
307,"We like your product, but TechCorp offers better analytics. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection"
308,"We like your product, but CompetitorY offers better analytics. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Security, Objection"
309,Is your solution privacy policy? Our team is concerned about compliance.,Security
310,"We like your product, but CompetitorY offers better data pipeline. The data pipeline looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
311,"We like your product, but CompetitorX offers better automation. The data pipeline looks great, but the pricing model is too high.","Competition, Pricing Discussion"
312,"We like your product, but CompetitorX offers better remote monitoring. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection"
313,"We like your product, but CompetitorX offers better remote monitoring. The data pipeline looks great, but the pricing model is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
314,"We like your product, but CompetitorZ offers better data pipeline. The automation looks great, but the discount is too high.","Competition, Pricing Discussion"
315,"We like your product, but TechCorp offers better data pipeline. The automation looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
316,Is your solution data compliance? Our team is concerned about compliance.,Security
317,"We like your product, but CompetitorY offers better remote monitoring. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection"
318,"We like your product, but MediPlus offers better data pipeline. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection"
319,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
320,Is your solution data compliance? Our team is concerned about compliance.,Security
321,"We like your product, but CompetitorY offers better automation. The AI engine looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
322,"We like your product, but CompetitorY offers better remote monitoring. The AI engine looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
323,"We like your product, but CompetitorX offers better remote monitoring. The remote monitoring looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
324,"The remote monitoring looks great, but the subscription cost is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
325,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"Objection, Security"
326,Is your solution SOC2 certified? Our team is concerned about compliance.,Security
327,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection
328,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"Objection, Security"
329,"We like your product, but MediPlus offers better automation.",Competition
330,"We like your product, but MediPlus offers better automation. The AI engine looks great, but the subscription cost is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
331,"We like your product, but CompetitorZ offers better analytics. The analytics looks great, but the budget is too high.","Competition, Pricing Discussion"
332,"We like your product, but CompetitorY offers better AI engine. The data pipeline looks great, but the subscription cost is too high.","Competition, Pricing Discussion"
333,"We like your product, but MediPlus offers better remote monitoring. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection"
334,"We like your product, but CompetitorX offers better AI engine. The data pipeline looks great, but the pricing model is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
335,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.,"Objection, Security"
336,"The data pipeline looks great, but the subscription cost is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
337,"We like your product, but CompetitorY offers better automation. The AI engine looks great, but the discount is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
338,Is your solution encryption? Our team is concerned about compliance.,Security
339,"The remote monitoring looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Pricing Discussion"
340,"The AI engine looks great, but the pricing model is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
341,"We like your product, but TechCorp offers better data pipeline. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security"
342,"We like your product, but TechCorp offers better AI engine.",Competition
343,"We like your product, but CompetitorX offers better AI engine. The data pipeline looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
344,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
345,"We like your product, but MediPlus offers better AI engine. The AI engine looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
346,"The AI engine looks great, but the budget is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
347,"We like your product, but CompetitorX offers better analytics. The automation looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
348,Is your solution privacy policy? Our team is concerned about compliance.,Security
349,"We like your product, but CompetitorX offers better remote monitoring. The automation looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
350,"The analytics looks great, but the discount is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
351,Is your solution privacy policy? Our team is concerned about compliance.,Security
352,"We like your product, but TechCorp offers better analytics. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security"
353,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
354,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection
355,"The analytics looks great, but the discount is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
356,"We like your product, but MediPlus offers better remote monitoring. The data pipeline looks great, but the discount is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
357,"The AI engine looks great, but the pricing model is too high.",Pricing Discussion
358,"The automation looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
359,"We like your product, but CompetitorZ offers better remote monitoring. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection"
360,"The AI engine looks great, but the budget is too high.",Pricing Discussion
361,"The remote monitoring looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance.","Security, Pricing Discussion"
362,"We like your product, but CompetitorX offers better remote monitoring. The AI engine looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
363,"We like your product, but MediPlus offers better analytics. Is your solution encryption? Our team is concerned about compliance.","Competition, Security"
364,"We like your product, but MediPlus offers better AI engine. The analytics looks great, but the pricing model is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
365,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
366,"The analytics looks great, but the pricing model is too high.",Pricing Discussion
367,"The automation looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
368,"The remote monitoring looks great, but the budget is too high.",Pricing Discussion
369,"We like your product, but CompetitorZ offers better data pipeline.",Competition
370,"We like your product, but MediPlus offers better automation. The data pipeline looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
371,"We like your product, but TechCorp offers better analytics. Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection"
372,"We like your product, but MediPlus offers better automation. The analytics looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
373,"We like your product, but TechCorp offers better remote monitoring. The data pipeline looks great, but the budget is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
374,"We like your product, but CompetitorX offers better remote monitoring. The data pipeline looks great, but the pricing model is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
375,"We like your product, but CompetitorZ offers better automation. The remote monitoring looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
376,"The AI engine looks great, but the discount is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
377,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection
378,"We like your product, but CompetitorZ offers better analytics. The AI engine looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
379,"The remote monitoring looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Security, Pricing Discussion"
380,"The analytics looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
381,"We like your product, but CompetitorZ offers better AI engine. The remote monitoring looks great, but the pricing model is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
382,"The AI engine looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance.","Security, Pricing Discussion"
383,"We like your product, but CompetitorX offers better analytics. The AI engine looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
384,"The data pipeline looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
385,"We like your product, but CompetitorX offers better analytics. The remote monitoring looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
386,"The automation looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Pricing Discussion"
387,"We like your product, but MediPlus offers better automation. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection"
388,"The analytics looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
389,"We like your product, but CompetitorX offers better AI engine. The AI engine looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
390,Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"Objection, Security"
391,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"Objection, Security"
392,"The automation looks great, but the pricing model is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
393,"We like your product, but CompetitorZ offers better analytics. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection"
394,"The AI engine looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
395,"We like your product, but MediPlus offers better data pipeline. The remote monitoring looks great, but the discount is too high.","Competition, Pricing Discussion"
396,"We like your product, but CompetitorY offers better remote monitoring. Is your solution encryption? Our team is concerned about compliance.","Competition, Security"
397,"We like your product, but MediPlus offers better automation. The data pipeline looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
398,"We like your product, but CompetitorX offers better AI engine. The automation looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
399,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection
400,"The AI engine looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
401,"The remote monitoring looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Pricing Discussion"
402,"We like your product, but CompetitorY offers better automation. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Security, Objection"
403,"We like your product, but CompetitorX offers better AI engine. The AI engine looks great, but the discount is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
404,"We like your product, but CompetitorY offers better remote monitoring.",Competition
405,Is your solution data compliance? Our team is concerned about compliance.,Security
406,"We like your product, but MediPlus offers better remote monitoring. The AI engine looks great, but the pricing model is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
407,"We like your product, but TechCorp offers better analytics. The analytics looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
408,"The remote monitoring looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
409,"We like your product, but CompetitorX offers better remote monitoring. The automation looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
410,"We like your product, but CompetitorY offers better automation. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection"
411,"The analytics looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
412,"The AI engine looks great, but the discount is too high.",Pricing Discussion
413,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.,"Objection, Security"
414,Is your solution data compliance? Our team is concerned about compliance.,Security
415,"We like your product, but TechCorp offers better data pipeline. The remote monitoring looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
416,"We like your product, but CompetitorZ offers better remote monitoring. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security"
417,"We like your product, but CompetitorX offers better remote monitoring. The automation looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
418,"We like your product, but CompetitorZ offers better data pipeline.",Competition
419,"We like your product, but TechCorp offers better AI engine. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security"
420,"We like your product, but CompetitorY offers better AI engine. The automation looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
421,"We like your product, but CompetitorZ offers better automation. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection"
422,"We like your product, but MediPlus offers better AI engine. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection"
423,"We like your product, but MediPlus offers better automation. The data pipeline looks great, but the subscription cost is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
424,"We like your product, but CompetitorY offers better remote monitoring. The automation looks great, but the budget is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
425,I’m not sure if AI engine solves our use case. We’re still evaluating.,Objection
426,"We like your product, but CompetitorX offers better AI engine. The data pipeline looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
427,"The analytics looks great, but the pricing model is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
428,"We like your product, but CompetitorY offers better automation. The AI engine looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
429,"We like your product, but CompetitorY offers better remote monitoring. The remote monitoring looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
430,"The automation looks great, but the budget is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
431,"We like your product, but CompetitorX offers better data pipeline. Is your solution encryption? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Security, Objection"
432,"We like your product, but TechCorp offers better analytics. Is your solution encryption? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection"
433,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
434,"We like your product, but TechCorp offers better data pipeline. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security"
435,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection
436,"The data pipeline looks great, but the budget is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
437,"The automation looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance.","Security, Pricing Discussion"
438,"We like your product, but CompetitorY offers better data pipeline. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security"
439,"The data pipeline looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Pricing Discussion"
440,"We like your product, but CompetitorX offers better remote monitoring. The data pipeline looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
441,"We like your product, but MediPlus offers better data pipeline. Is your solution encryption? Our team is concerned about compliance.","Competition, Security"
442,"We like your product, but CompetitorX offers better data pipeline. The automation looks great, but the budget is too high.","Competition, Pricing Discussion"
443,"We like your product, but CompetitorY offers better remote monitoring. The AI engine looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
444,"The remote monitoring looks great, but the discount is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
445,"We like your product, but TechCorp offers better analytics.",Competition
446,"We like your product, but CompetitorY offers better AI engine. The AI engine looks great, but the subscription cost is too high.","Competition, Pricing Discussion"
447,"The remote monitoring looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
448,"The automation looks great, but the subscription cost is too high.",Pricing Discussion
449,"We like your product, but MediPlus offers better AI engine. The analytics looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
450,"The AI engine looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
451,"We like your product, but CompetitorY offers better analytics. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection"
452,"We like your product, but MediPlus offers better remote monitoring. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection"
453,"We like your product, but TechCorp offers better remote monitoring. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection"
454,"The data pipeline looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
455,"The remote monitoring looks great, but the subscription cost is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
456,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection
457,"We like your product, but CompetitorX offers better remote monitoring. The data pipeline looks great, but the pricing model is too high.","Competition, Pricing Discussion"
458,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection
459,"We like your product, but TechCorp offers better remote monitoring. Is your solution encryption? Our team is concerned about compliance.","Competition, Security"
460,Is your solution encryption? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.,"Objection, Security"
461,"We like your product, but MediPlus offers better analytics. The remote monitoring looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
462,I’m not sure if AI engine solves our use case. We’re still evaluating.,Objection
463,"The AI engine looks great, but the pricing model is too high.",Pricing Discussion
464,"We like your product, but MediPlus offers better data pipeline. The remote monitoring looks great, but the discount is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
465,"We like your product, but CompetitorY offers better remote monitoring. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security"
466,"We like your product, but CompetitorY offers better data pipeline. The automation looks great, but the subscription cost is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
467,"We like your product, but MediPlus offers better automation. The remote monitoring looks great, but the subscription cost is too high.","Competition, Pricing Discussion"
468,"We like your product, but MediPlus offers better automation. The analytics looks great, but the pricing model is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
469,"The remote monitoring looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Pricing Discussion"
470,"The automation looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
471,Is your solution privacy policy? Our team is concerned about compliance.,Security
